,Country,Gender,Game,Total Follower,Broadcast Hours,PaidStarPerWatchedHour,Character_Facet_Cont_Rigidity,Character_Facet_Cont_AchievementStriving,Personal_Values_Facet_Cont_Hedonism,Character_Facet_Cont_Dutifulness,Character_Cont_Conscientiousness,Character_Facet_Cont_Sympathy,Personal_Values_Facet_Cont_UniversalismTolerance,Temperament_Choleric,Self_Esteem_Cont_SEDiscrepancyResponsibility,Character_Facet_Cont_ArtisticInterests,Temperament_Sanguine,Character_Facet_Cont_Friendliness,Temperament_Diligent,Self_Esteem_Cont_SELevel,Character_Cont_Extraversion,Role_Director,Character_Facet_Cont_SelfConsciousness,Temperament_Energetic,Character_Facet_Cont_Adventurousness,Role_Craftsman,Self_Esteem_Cont_SELevelResponsibility,Self_Esteem_Cont_SEAspirationResponsibility,Role_Toastmaster,Personal_Values_Facet_Cont_PowerDominance,Role_Marshal,Self_Esteem_Cont_SELevelAchievements,Self_Esteem_Cont_SEDiscrepancySociability,Personal_Values_Cont_SelfEnhancement,Self_Esteem_Cont_SEAspiration,Role_Supplier,Character_Facet_Cont_Activity,Temperament_Stable,Personal_Values_Facet_Cont_PowerResources,Self_Esteem_Cont_SEDiscrepancyAchievements,Temperament_Melancholic,Character_Cont_Openness,Character_Facet_Cont_Anxiety,Role_Administrator,Character_Facet_Cont_Emotionality,Role_Innovator,Role_Partygoer,Self_Esteem_Cont_SEAspirationSociability,Role_Guru,Personal_Values_Facet_Cont_SelfDirectionThought,Temperament_Phlegmatic,Personal_Values_Facet_Cont_Reputation,Role_Guardian,Role_Keeper,Character_Facet_Cont_Tension,Character_Facet_Cont_Altruism,Personal_Values_Facet_Cont_SecuritySocietal,Self_Esteem_Cont_SEAspirationAchievements,Self_Esteem_Cont_SEAspirationOriginality,Personal_Values_Facet_Cont_Humility,Character_Facet_Cont_Orderliness,MBTI_grouped,Role_Manager,Personal_Values_Facet_Cont_Stimulation,Character_Cont_Neuroticism,Self_Esteem_Cont_SELevelConfidence,Self_Esteem_Cont_SEAspirationConfidence,Role_WiseMan,Self_Esteem_Cont_SEDiscrepancyConfidence,Role_Assistant,Self_Esteem_Cont_SEDiscrepancy,Personal_Values_Facet_Cont_ConformityRules,Self_Esteem_Cont_SEAspirationIntelligence,Self_Esteem_Cont_SELevelSociability,Role_Healer,Role_Operator,Self_Esteem_Cont_SEDiscrepancyAppearance,Personal_Values_Facet_Cont_ConformityInterpersonal,Character_Facet_Cont_Modesty,Self_Esteem_Cont_SEDiscrepancyOriginality,Character_Facet_Cont_Imagination,Role_Coach,Role_RightsDefender,Role_Philanthropist,Personal_Values_Facet_Cont_SelfDirectionAction,Role_Promoter,Personal_Values_Facet_Cont_SecurityPersonal,Personal_Values_Facet_Cont_UniversalismConcern,Role_Advisor,Self_Esteem_Cont_SELevelOriginality,Role_Analyst,Personal_Values_Cont_SelfTranscendence,Personal_Values_Facet_Cont_Achievement,Character_Facet_Cont_Trust,Temperament_Unstable,Character_Cont_Agreeableness,Role_Inventor,Personal_Values_Facet_Cont_BenevolenceCaring,Personal_Values_Facet_Cont_BenevolenceDependability,Character_Facet_Cont_Vulnerability,Character_Facet_Cont_ExcitementSeeking,Role_Designer,Role_Deputy,Personal_Values_Cont_OpennessToChange,PaidStarPerWatchedHour,Character_Facet_Cont_Morality,Character_Facet_Cont_Depression,Role_Strategist,Role_Inspector,Self_Esteem_Cont_SEAspirationAppearance,Character_Facet_Cont_SelfDiscipline,Self_Esteem_Cont_SEDiscrepancyIntelligence,Role_Companion,Character_Facet_Cont_Cooperation,Role_Commander,Role_Activist,Personal_Values_Facet_Cont_UniversalismNature,Role_Charismatic,Personal_Values_Facet_Cont_Tradition,Self_Esteem_Cont_SELevelAppearance,Character_Facet_Cont_Assertiveness,Character_Facet_Cont_Cautiousness,Role_Curator,Personal_Values_Cont_Conservation,Self_Esteem_Cont_SELevelIntelligence,Temperament_Centric
162,ID,Male,Wormate.io,9184,113,0.01055613979,0.657768105,0.621635621,0.36025425,0.481519368,0.547782099,0.377184376,0.419012445,0,0.587119064,0.569841782,0.25,0.625471402,0.125,0.587171112,0.517611547,0.60584321,0.506409084,0.125,0.660574698,0.416283153,0.690208601,0.824869955,0.515381556,0.335561312,0.757493255,0.508653887,0.522235071,0.302705403,0.886254575,0.381989894,0.679532132,0.75,0.32133042,0.5365337,0,0.633163695,0.611303242,0.574024559,0.661472381,0.72417732,0.44130996,0.835389476,0.556462076,0.327461469,0.25,0.295466065,0.528474728,0.342555529,0.738906002,0.297749838,0.349918171,0.777908658,0.708931003,0.322458591,0.280850273,INT,0.459834606,0.702578568,0.504587156,0.564458377,0.746320016,0.509858504,0.506980968,0.254356347,0.446137744,0.47384254,0.721068992,0.825331836,0.488820115,0.480188349,0.515872353,0.54564294,0.614404536,0.534012041,0.660952312,0.228201981,0.550283435,0.54651876,0.456964827,0.574897794,0.345911218,0.339335477,0.492444188,0.563491071,0.689657199,0.213802123,0.311367717,0.428773944,0.5,0.284477867,0.672541893,0.594822169,0.337291922,0.750792035,0.640315496,0.592134057,0.243703097,0.304572648,0.01055613979,0.300687168,0.611303242,0.761727457,0.55379685,0.583812206,0.594665181,0.484573185,0.399149938,0.484295202,0.643327193,0.453273421,0.442519269,0.553042183,0.353790693,0.673300252,0.625471402,0.52154806,0.299974416,0.302082011,0.751131456,0.625
163,ID,Male,PUBG,13143,103,0.00270975359,0.764327875,0.660754331,0.496047855,0.408168423,0.595868626,0.39724115,0.477878856,0.5,0.584631852,0.719216083,0.5,0.671385162,0.5,0.522621788,0.69586096,0.394379739,0.492497443,1,0.781647896,0.140145807,0.695099405,0.858367702,0.318009063,0.332194805,0.684223088,0.449661008,0.59796356,0.286227251,0.881765527,0.196272455,0.737966313,0,0.324263718,0.581114528,0,0.804962027,0.756710845,0.386158833,0.634978709,0.521933073,0.19876197,0.70158329,0.269421373,0.345138838,0,0.35044428,0.253500897,0.068300052,0.788100108,0.128557128,0.351723575,0.754925915,0.567867012,0.326623155,0.279405429,ENT,0.351420456,0.462002893,0.532110092,0.696312722,0.780454601,0.214887907,0.594961894,0,0.307949575,0.530366978,0.740038871,0.74100755,0.221416578,0.166183355,0.4306777,0.528613266,0.771864372,0.581496983,0.561105413,0,0.338021714,0.383547729,0.508985759,0.338021714,0.404658737,0.366495432,0.244165025,0.781913605,0.418559168,0.219114255,0.315191446,0.424880922,0,0.121417732,0.360488161,0.432071339,0.285909666,0.890378802,0.587575451,0.33581592,0,0.300754895,0.00270975359,0.17265458,0.756710845,0.433309056,0.245549457,0.707344177,0.478777379,0.508604745,0.183390442,0.425659112,0.643326378,0.296903208,0.447585974,0.496889744,0.293091368,0.650963931,0.671385162,0.711879579,0.11243997,0.302480334,0.839999434,0.5
164,ID,Male,PUBG,36939,83,0.007985505187,0.706488557,0.680267868,0.550981668,0.42737547,0.543335082,0.370676749,0.478596795,0.25,0.569124117,0.573716753,0.75,0.5314781,0,0.371372009,0.546089234,0.54912387,0.494755488,0.25,0.666720245,0.245670068,0.723138667,0.808517783,0.349625507,0.345742597,0.767174395,0.50295609,0.325401661,0.296168377,0.927373962,0.208882228,0.681178658,0.625,0.331198603,0.543874771,0,0.648174492,0.656587815,0.391001634,0.697848545,0.666363386,0.363890815,0.729174437,0.450416778,0.203673548,0.5,0.251640388,0.33875873,0.159367069,0.651030751,0.295233991,0.351723575,0.740101475,0.759384988,0.331786255,0.304795994,ENT,0.268633532,0.602119004,0.357798165,0.54598804,0.765439439,0.415248272,0.374517673,0.082182813,0.337959162,0.529020361,0.832358676,0.83023815,0.300032603,0.426665052,0.584985923,0.712229947,0.594755955,0.571430982,0.640764608,0.16946384,0.467399164,0.477041475,0.545259268,0.513742934,0.333096292,0.301986838,0.289603627,0.812215076,0.459132373,0.266088825,0.329315211,0.534590877,0.125,0.233148466,0.590317272,0.506799194,0.216532489,0.775254434,0.719277581,0.390514199,0.183414822,0.301785571,0.007985505187,0.218766483,0.656587815,0.636071312,0.482207602,0.788972036,0.562794095,0.488937535,0.235059405,0.538047624,0.431381415,0.27541034,0.429426288,0.374293729,0.35258594,0.757210291,0.5314781,0.421383581,0.257986701,0.301910891,0.773131222,0.125
165,ID,Male,PUBG,5072,156,0.00256829815,0.74360223,0.684935348,0.62463833,0.413099389,0.631058939,0.462079166,0.708491771,0.5,0.520406764,0.668629085,0.5,0.641733282,0.5,0.299678334,0.66692029,0.506632318,0.598665908,1,0.701178626,0.215230054,0.713515589,0.706974257,0.388801297,0.338974204,0.747407893,0.379762137,0.496976886,0.300258631,0.869354508,0.279382687,0.79509317,0,0.320480311,0.585181993,0,0.670365948,0.692766808,0.491973484,0.742642341,0.542554971,0.257777205,0.784985279,0.322115762,0.247512849,0,0.409369461,0.357276535,0.156166071,0.778761057,0.235315756,0.401137734,0.729688756,0.684488083,0.334519337,0.258978333,ENT,0.382919595,0.59233692,0.532110092,0.530660058,0.868286884,0.244468206,0.473245612,0.030769278,0.40295845,0.51535626,0.795826903,0.74224426,0.253478056,0.242728718,0.444930413,0.592280704,0.727409242,0.586134445,0.795379806,0.022224059,0.35692873,0.420179951,0.578178369,0.410824689,0.570548713,0.500985754,0.294534296,0.667489044,0.487227936,0.233646818,0.323544911,0.429376046,0,0.169687097,0.396069164,0.491495287,0.269199054,0.759041462,0.753668901,0.367369003,0,0.304355751,0.00256829815,0.24148753,0.692766808,0.504015751,0.353863345,0.627845612,0.635503241,0.503959366,0.241310271,0.230294477,0.696901379,0.30531399,0.425874188,0.487268364,0.290893045,0.734383697,0.641733282,0.587884993,0.197636525,0.30574059,0.797843089,0.5
166,ID,Female,MLBB,51949,85,0.002515040663,0.49776485,0.353618466,0.71952011,0.500101289,0.359938506,0.170239422,0.598096433,0.75,0.604705484,0.45205709,0.25,0.545682152,0,0.531617462,0.540581075,0.271973572,0.79928384,0.25,0.539479431,0.46625476,0.524516324,0.56235584,0.55073202,0.355255997,0.289140909,0.301876846,0.451167078,0.232271124,0.855987296,0.395004902,0.60450202,0.125,0.219855029,0.606873003,0.5,0.666245818,0.509284948,0.471230849,0.7982446,0.460394898,0.334714987,0.889230506,0.327138626,0.287172873,0,0.472893097,0.423835043,0.346477737,0.509284948,0.485003485,0.405585516,0.893282475,0.645829685,0.335862325,0.325508086,ENT,0.51454506,0.527029851,0.794943965,0.28837913,0.628515089,0.393205036,0.60815033,0.400700875,0.689547378,0.342598255,0.737703265,0.683873458,0.606128807,0.267660318,0.484182065,0.559320208,0.521101082,0.704738093,0.56783897,0.005700471,0.436076068,0.307164013,0.607077202,0.36609069,0.650133704,0.643376896,0.499993955,0.593889614,0.561007547,0.278234385,0.293147464,0.426825125,0.625,0.43248185,0.422845349,0.576741258,0.349902767,0.739776518,0.845165041,0.66171627,0.144406309,0.2913808,0.002515040663,0.539479431,0.754890943,0.382434099,0.225111731,0.813911513,0.34688274,0.399098341,0.509301893,0.395005276,0.55914729,0.662215396,0.51929164,0.737009338,0.307043462,0.613919283,0.513784409,0.363420677,0.081670261,0.295413935,0.661473434,0.125
167,ID,Male,MotoGP,5012,90,0.004749103943,0.583781023,0.563564802,0.228828563,0.515527701,0.385946248,0.304746333,0.376851535,0,0.600665884,0.502484221,0,0.423937459,0.75,0.473755246,0.436238738,0.472302505,0.294338197,0.5,0.534632847,0.602959931,0.45037845,0.768927618,0.605570413,0.341392541,0.485609484,0.53958727,0.517891347,0.29295771,0.885907693,0.331207382,0.502409859,0.125,0.31956684,0.45649893,0.25,0.599895674,0.518295066,0.516987576,0.522246751,0.71166234,0.456620539,0.66212135,0.478774922,0.322467911,0.25,0.178950244,0.540463066,0.351229026,0.43914785,0.28858067,0.382014091,0.537282422,0.818643604,0.319322123,0.266151921,INT,0.366109298,0.408798997,0.568807339,0.654799784,0.735439011,0.571687217,0.548917816,0.398157794,0.286330575,0.575775226,0.817209047,0.812098064,0.605464475,0.59076738,0.437889698,0.594193101,0.617873151,0.505628241,0.425533066,0.172785101,0.541816982,0.385022551,0.405258716,0.596901603,0.445639231,0.430698744,0.475852342,0.733994372,0.669727135,0.242155224,0.313119576,0.421861356,0.125,0.282592788,0.783166976,0.482926556,0.235988036,0.690338256,0.443575279,0.813925716,0.332905882,0.304435108,0.004749103943,0.242952895,0.518295066,0.650308618,0.495760544,0.734336983,0.436105915,0.480395217,0.465354841,0.490819179,0.503116715,0.511109522,0.47236599,0.653555362,0.343404444,0.606462094,0.423937459,0.58531732,0.176133201,0.299321647,0.76146295,0.625
168,ID,Male,MLBB,36849,111,0.002278717545,0.7847125,0.69145672,0.56515358,0.5495798,0.619431031,0.537179478,0.737378751,0.5,0.580194836,0.693654603,0.75,0.568777085,0.125,0.378206122,0.697432379,0.509065486,0.59762967,0.625,0.724659517,0.168261523,0.781473703,0.613398062,0.365439977,0.341315667,0.825848365,0.469134336,0.556940923,0.29500995,0.843755469,0.311225993,0.774633929,0.25,0.31168496,0.449901754,0,0.706556672,0.612328407,0.458515441,0.768616889,0.591601688,0.322585651,0.715079561,0.390664205,0.281026219,0.25,0.281703904,0.309661632,0.165591081,0.711266955,0.347722412,0.37324055,0.816326432,0.798847572,0.331167923,0.323972808,ENT,0.455881934,0.499181304,0.486238532,0.421972671,0.721168314,0.312158383,0.572488888,0.044769911,0.446584701,0.492607857,0.825267547,0.801241407,0.290030425,0.229949093,0.520273898,0.696817807,0.699410589,0.584401813,0.747846023,0.066115653,0.457028089,0.54777147,0.327944645,0.423434612,0.462182726,0.444303372,0.328807487,0.767006222,0.461316069,0.274256162,0.318803576,0.565780897,0,0.291402689,0.410384665,0.535093636,0.260099443,0.659049052,0.677943167,0.342942206,0.037552889,0.307431611,0.002278717545,0.233018082,0.612328407,0.514642223,0.333491133,0.662798834,0.624346087,0.489439311,0.276190821,0.421197515,0.651223172,0.372386643,0.535763228,0.471266054,0.347647928,0.711045505,0.568777085,0.515648918,0.27628682,0.302161085,0.710065651,0.125
169,ID,Female,Free Fire 0 Battlegrounds,47559,120,0.004123347259,0.521095438,0.396950421,0.744622518,0.434498676,0.342155265,0.136314583,0.700888416,0,0.505323779,0.298769655,0,0.563549259,0.5,0.66893175,0.500237064,0.570020944,0.505358856,0.5,0.684480382,0.647138867,0.634492781,0.60993055,0.734563929,0.345896557,0.390540401,0.247927382,0.447234869,0.243130191,0.838815229,0.559826482,0.505991249,0.5,0.194413412,0.564605362,0,0.464998302,0.321534727,0.600829961,0.539430311,0.644280455,0.783599598,0.774620429,0.540813722,0.245935222,0,0.436992322,0.574724242,0.537350798,0.321534727,0.498829739,0.401174728,0.890477246,0.731220835,0.373876373,0.467623733,ESF,0.442077355,0.521672881,0.542036228,0.385069,0.781408939,0.665739688,0.597511369,0.649807822,0.715317211,0.325858218,0.738493067,0.419966806,0.683586642,0.667349933,0.476690688,0.490014832,0.714472724,0.54597719,0.520681378,0.379733521,0.688939118,0.483032176,0.62020941,0.753475847,0.461106909,0.7075074,0.516343486,0.673050215,0.554152212,0.264621093,0.273277007,0.518387077,0.5,0.501140623,0.635416143,0.627307598,0.46270429,0.578917785,0.672448061,0.60715192,0.605022954,0.29246289,0.004123347259,0.684480382,0.500818188,0.557258002,0.5431253,0.868371756,0.406750323,0.350931719,0.772575051,0.340254096,0.381355911,0.628576376,0.526571934,0.505951933,0.296086077,0.494037886,0.590542267,0.205150665,0.430192565,0.275414722,0.724676517,1
170,ID,Male,Euro Truck Simulator 2,16625,108,0.0002518113568,0.589763737,0.497798372,0.484689702,0.430240831,0.508833934,0.391482983,0.340908453,0.25,0.522127694,0.622885292,0.75,0.444978056,0,0.511276808,0.523210795,0.547826112,0.498098879,0.25,0.524989081,0.30408705,0.47953099,0.611631125,0.414781087,0.350573866,0.640084585,0.50527881,0.457088837,0.306978879,0.861751638,0.412689942,0.538948025,0.625,0.323231715,0.6337438,0,0.631988519,0.558679614,0.439989841,0.66017969,0.698536934,0.599411002,0.735669012,0.722916864,0.228059985,0.5,0.264156114,0.394382864,0.367749076,0.647690655,0.640093367,0.457562783,0.746926427,0.832728135,0.338304908,0.418626745,ENF,0.498526195,0.560039369,0.403669725,0.776821605,0.859519859,0.702370138,0.786585415,0.309675818,0.305970016,0.564783829,0.614610846,0.780600615,0.54492931,0.458597718,0.463567246,0.539972437,0.47031632,0.564820401,0.672376816,0.37748034,0.773175083,0.767582485,0.487518523,0.560928043,0.302257424,0.346142484,0.521393683,0.465333856,0.527841349,0.278543963,0.322425238,0.48056538,0.125,0.513068683,0.644644816,0.505612327,0.353652976,0.660952356,0.527587804,0.459542861,0.41780684,0.295968368,0.0002518113568,0.477039139,0.558679614,0.682961386,0.493973106,0.697372505,0.543980534,0.501864812,0.454242198,0.456909555,0.418515289,0.525025142,0.43989244,0.394043051,0.360276373,0.588728453,0.444978056,0.626065433,0.462619566,0.30153534,0.797102367,0.125
171,ID,Female,MLBB,34459,88,0.00963101142,0.522482431,0.39290179,0.619701453,0.603530306,0.498964451,0.451478178,0.631340597,0,0.486305194,0.290232257,0,0.531640745,0.75,0.565788944,0.396169982,0.342952393,0.551357807,0.5,0.51815175,0.325065684,0.728482431,0.616677063,0.330948282,0.349212666,0.478074335,0.435828644,0.437072903,0.245479924,0.876294478,0.330733322,0.600424793,0.125,0.201759311,0.472477907,0.25,0.787825535,0.59394706,0.368139381,0.506299129,0.522904043,0.372063841,0.900492127,0.704467563,0.254810622,0.25,0.408397227,0.418600598,0.395202486,0.59394706,0.440318146,0.461869281,0.863724167,0.574689704,0.352355333,0.442235664,INF,0.522488987,0.458782169,0.533632023,0.416128787,0.840965045,0.658270516,0.479806897,0.325661708,0.554315646,0.494607039,0.669947592,0.624024058,0.649923711,0.348846473,0.557169829,0.404160694,0.502345138,0.517208295,0.50831836,0.268014968,0.563494914,0.559476192,0.656093528,0.353819422,0.747844354,0.718309752,0.682851276,0.535845093,0.657882918,0.275181053,0.284862886,0.406596756,0.125,0.512812752,0.620935789,0.476141448,0.322701053,0.663001431,0.658992941,0.595557149,0.290351213,0.284936303,0.00963101142,0.51815175,0.630611084,0.671816277,0.398771572,0.864252625,0.551413419,0.314417505,0.359249218,0.492388001,0.459587805,0.516713474,0.575329303,0.412023467,0.40682252,0.496741495,0.435184001,0.387164761,0.214014168,0.302685847,0.7874207,0.625
172,ID,Male,PUBG,25606,81,0.0005897738346,0.695187456,0.615389935,0.561182653,0.425996972,0.532476081,0.507165364,0.311014487,0.25,0.546557403,0.63738398,0.5,0.560000869,0.125,0.428011947,0.562999789,0.469905562,0.512791698,0.375,0.637364752,0.287635243,0.752291677,0.794898619,0.402939656,0.339555391,0.729114113,0.449251797,0.511398635,0.290698408,0.924426701,0.24494796,0.603690031,0.375,0.313947267,0.576591844,0,0.7306715,0.662083678,0.438422663,0.630091445,0.668366613,0.31516648,0.773942702,0.42671065,0.220327209,0.25,0.501932167,0.372751225,0.18381529,0.666395024,0.282988616,0.351723575,0.843267167,0.798847572,0.329384875,0.282565974,ENT,0.377161444,0.56057723,0.495412844,0.598534938,0.737915172,0.400238237,0.520200931,0.112896889,0.452669619,0.573756001,0.825599178,0.797483938,0.376203535,0.348170667,0.517984251,0.689653923,0.666536108,0.527602569,0.531773327,0.070751938,0.464161825,0.457577574,0.431604035,0.457345289,0.51920634,0.496769201,0.368371773,0.772839818,0.558041613,0.263913188,0.309612885,0.431125752,0.125,0.224305777,0.575560326,0.505460766,0.251985477,0.720029088,0.562836644,0.505913473,0.103692573,0.304960729,0.0005897738346,0.179005988,0.662083678,0.614962744,0.395024324,0.684621933,0.519495462,0.484321861,0.274240011,0.371003847,0.608731669,0.379990799,0.437606055,0.548215548,0.32291199,0.781823468,0.560000869,0.593590129,0.170238729,0.303126025,0.795199967,0.25
173,ID,Female,PUBG,73836,84,0.006039226592,0.566873452,0.405725025,0.430769179,0.521303988,0.412737205,0.247534634,0.564447321,0.25,0.443910851,0.629728993,0,0.608769899,0.375,0.630995043,0.375763668,0.523351925,0.553630394,0.125,0.594754286,0.785530823,0.711948687,0.672896857,0.649281484,0.353432681,0.292053631,0.41482379,0.516823776,0.233921356,0.820315728,0.535883982,0.565408199,0.125,0.219767131,0.556077457,0.5,0.400366633,0.485900304,0.605846702,0.576240167,0.460614055,0.583741666,0.888839096,0.51416225,0.312498518,0.25,0.359556717,0.739473812,0.671416575,0.485900304,0.492572515,0.442218787,0.898639649,0.793976534,0.345511838,0.383651271,IST,0.360294954,0.398778835,0.596299462,0.533656616,0.719868886,0.558657047,0.540715045,0.722588326,0.512928974,0.395902486,0.776242644,0.679698209,0.631378403,0.69071845,0.478157593,0.390632405,0.581349426,0.465198784,0.604939912,0.45525391,0.471558979,0.353180717,0.564634445,0.601908244,0.499322312,0.641310962,0.544850297,0.52512948,0.604619528,0.257983959,0.270145646,0.556142421,0.375,0.465073188,0.567924,0.495399588,0.319232499,0.602340487,0.75805249,0.605204082,0.583722808,0.294726836,0.006039226592,0.594754286,0.763719109,0.557225359,0.637378908,0.848167676,0.193395649,0.313526725,0.635231312,0.212492197,0.335024968,0.455654679,0.555519534,0.373169893,0.339563035,0.592642769,0.597251254,0.267863657,0.353651245,0.284080283,0.622177641,0.25
174,ID,Male,MLBB,5478,136,0.007647425014,0.537546014,0.517882949,0.45014602,0.188860545,0.381306612,0.323074564,0.412548166,0.25,0.558865246,0.485607162,0,0.473511875,0.375,0.43620363,0.366303238,0.421629195,0.3643888,0.125,0.445170251,0.712771836,0.653109367,0.551505239,0.609532232,0.35100289,0.374290233,0.548282078,0.506731372,0.29130123,0.888020246,0.35680746,0.454140182,0.125,0.31527497,0.591560032,0.5,0.555746364,0.664658475,0.516351643,0.548816894,0.588988485,0.440818855,0.717857227,0.478776568,0.308484507,0.25,0.439191547,0.606032156,0.435459494,0.507345628,0.383411272,0.452994379,0.860919318,0.827994927,0.334174582,0.134910829,INT,0.360275881,0.491064261,0.623853211,0.65700959,0.685453714,0.576121009,0.567335606,0.508572337,0.346448815,0.532371856,0.827979254,0.731888198,0.674473812,0.602779288,0.630135587,0.514842569,0.501785792,0.563741725,0.392367056,0.208980763,0.490149944,0.331279126,0.536612283,0.543616475,0.370578581,0.517466928,0.530330559,0.697941844,0.700035376,0.243034048,0.320121444,0.256692785,0.375,0.322207521,0.728641553,0.460678401,0.276966138,0.707034666,0.525938633,0.918097799,0.377515495,0.303231109,0.007647425014,0.367288322,0.664658475,0.614784811,0.500523404,0.645421379,0.457955517,0.481447656,0.496124943,0.441418997,0.452819749,0.509274178,0.477089208,0.590092484,0.347859222,0.748540002,0.473511875,0.67237181,0.153992532,0.312359773,0.818127116,0.25
175,ID,Male,MLBB,4431,242,0.001858712495,0.736626829,0.65132994,0.43368974,0.407704011,0.602197406,0.593351287,0.450450999,0.5,0.479799329,0.704984081,1,0.621634898,0,0.41807068,0.678448987,0.466986501,0.596899834,0.5,0.69555692,0.107241959,0.478441707,0.718205377,0.287213831,0.346939406,0.818983508,0.488814805,0.523059151,0.29940151,0.830962398,0.248618239,0.659742567,0.5,0.320132499,0.540493934,0,0.745849327,0.729875685,0.361034824,0.691899657,0.596212387,0.327879451,0.723585086,0.424225702,0.351301897,0.5,0.311193783,0.23786257,0.122617328,0.615207893,0.509412666,0.351723575,0.728099808,0.684646336,0.33000582,0.443070985,ENT,0.404860558,0.669883114,0.403669725,0.569036793,0.845800566,0.352447977,0.663771078,0.013989848,0.593531139,0.52371095,0.775034937,0.766848572,0.273984339,0.224383073,0.597524247,0.664297133,0.56049557,0.547648782,0.585411012,0.088789654,0.491407187,0.591752957,0.477314888,0.399388514,0.361132564,0.496769201,0.302174076,0.687445022,0.401041446,0.279837423,0.319304853,0.558121161,0,0.34089537,0.426545553,0.415739429,0.07512614,0.760993054,0.515188438,0.29716406,0.06638072,0.307869938,0.001858712495,0.306513418,0.729875685,0.513861089,0.314013525,0.57947682,0.585695982,0.505263895,0.231481397,0.418786175,0.512506842,0.34267501,0.390702575,0.386798285,0.5983591,0.703481328,0.621634898,0.856018848,0.284459568,0.298180822,0.708934871,0
176,ID,Male,Free Fire 0 Battlegrounds,31011,96,0.000215324612,0.740555968,0.787719926,0.495467773,0.465366473,0.474971437,0.473392633,0.458044319,0.5,0.548834453,0.589098771,1,0.588049528,0,0.522119794,0.634662225,0.541437836,0.470499653,0.5,0.772272316,0.257682133,0.7317807,0.703089456,0.428419278,0.341454703,0.756931309,0.508516277,0.512979331,0.305330329,0.867158551,0.281546026,0.698406812,0.5,0.317098448,0.525649922,0,0.667886091,0.771976292,0.424901737,0.649512342,0.795225101,0.458728594,0.4307919,0.453033074,0.277498009,0.5,0.330193585,0.314866392,0.174891637,0.676847047,0.373931838,0.522385364,0.923408747,0.669828085,0.329772298,0.303577334,ENT,0.371069143,0.594503043,0.403669725,0.628795734,0.842994587,0.467630986,0.515997267,0.13797021,0.441710532,0.539352818,0.84344958,0.664015153,0.372429293,0.398813626,0.506877654,0.541047893,0.640858431,0.618438466,0.650698257,0.134467285,0.603198458,0.559048627,0.567826646,0.571828606,0.305096964,0.473003748,0.321846099,0.808742097,0.451143194,0.248246959,0.32008427,0.386124463,0,0.314883079,0.585428375,0.460678401,0.21020036,0.802180769,0.582850222,0.423268101,0.208444856,0.297918544,0.000215324612,0.36426279,0.771976292,0.577124742,0.40126225,0.723679917,0.535217023,0.495314364,0.343588653,0.262866138,0.484673431,0.423834289,0.462752207,0.501926673,0.326961392,0.761242208,0.588049528,0.692861228,0.302599935,0.304419743,0.782500209,0
177,ID,Male,PUBG,7432,113,0.0003598014888,0.625679741,0.626689146,0.362288426,0.472772343,0.454643966,0.430589764,0.500215715,0.25,0.575001085,0.548841067,0.5,0.584116436,0.125,0.502063199,0.530443916,0.476117392,0.411117959,0.375,0.853091446,0.402334629,0.618315039,0.622730338,0.491712862,0.325656625,0.620319284,0.492255066,0.55323925,0.303555134,0.888590256,0.244278889,0.658387315,0.375,0.314011709,0.597195053,0,0.668932823,0.631857724,0.468872407,0.603090362,0.707048086,0.345563306,0.66500555,0.389979829,0.28408001,0.25,0.527478369,0.422583474,0.202177374,0.721530764,0.160188006,0.351723575,0.77564333,0.835214148,0.328779977,0.39253691,ENT,0.323771287,0.522953874,0.52293578,0.451784302,0.876665528,0.4170577,0.422689993,0.181579409,0.259138267,0.57438785,0.802824383,0.733426332,0.412151993,0.44235895,0.504688194,0.521019393,0.792228217,0.708199202,0.590557306,0.063365285,0.459637743,0.378771149,0.513148013,0.526164314,0.472065355,0.465255727,0.351690419,0.745961961,0.573865005,0.223331539,0.322939123,0.438007751,0.125,0.077876931,0.640709999,0.364734795,0.217287936,0.759091687,0.520412684,0.596910603,0.155125167,0.303868124,0.0003598014888,0.094296196,0.631857724,0.603614404,0.424843709,0.753723718,0.499809024,0.44812469,0.321108108,0.463883065,0.567485378,0.39464133,0.394112752,0.622859838,0.393026765,0.695867023,0.584116436,0.562748208,0.138591838,0.296450809,0.811408613,0.25
